genename	element
GRMZM5G833140	TF
GRMZM2G114137	TF
GRMZM2G162405	TF
GRMZM2G024973	TF
AC190734.2_FG003	TF
GRMZM5G845366	TF
GRMZM2G026157	TF
GRMZM2G148098	TF
GRMZM2G033612	TF
GRMZM2G002225	TF
GRMZM2G079185	TF
GRMZM2G161411	TF
GRMZM2G074124	TF
GRMZM2G165488	TF
GRMZM2G095239	TF
GRMZM5G880069	TF
GRMZM2G320754	TF
GRMZM2G019956	TF
GRMZM2G061292	TF
GRMZM2G362627	TF
GRMZM2G088005	TF
GRMZM2G178767	TF
GRMZM5G853066	TF
GRMZM2G070523	TF
GRMZM2G024054	TF
GRMZM2G414159	TF
GRMZM2G063632	TF
GRMZM2G582893	TF
GRMZM2G074543	TF
GRMZM2G392823	TF
GRMZM2G139583	TF
GRMZM2G159399	TF
GRMZM2G018336	TF
GRMZM2G123550	TF
GRMZM2G130580	TF
GRMZM2G024871	TF
GRMZM2G046438	TF
GRMZM2G139024	TF
GRMZM2G418031	TF
GRMZM5G803812	TF
GRMZM2G350711	Coreg
GRMZM2G385338	Coreg
GRMZM2G324162	Coreg
GRMZM2G391413	Coreg
GRMZM2G470556	Coreg
GRMZM2G054162	Coreg
GRMZM2G108716	Coreg
GRMZM2G701297	Coreg
GRMZM2G152796	Coreg
GRMZM2G431445	Coreg
AC195340.3_FG004	Coreg
GRMZM2G171588	Coreg
GRMZM2G077088	Coreg
GRMZM2G087482	Coreg
GRMZM2G077356	Coreg
GRMZM2G105822	Coreg
GRMZM2G408897	Coreg
GRMZM2G176723	Coreg
GRMZM2G128421	Coreg
GRMZM2G048281	Coreg
GRMZM2G081221	Coreg
GRMZM2G146041	Coreg
GRMZM2G078379	Coreg
GRMZM2G006246	Coreg
GRMZM2G046021	Coreg
GRMZM2G064775	TF
AC197764.4_FG003	TF
GRMZM2G173596	TF
GRMZM2G341747	TF
GRMZM2G158252	TF
GRMZM2G161512	TF
GRMZM2G035405	TF
GRMZM2G063522	TF
AC207656.3_FG002	TF
GRMZM2G477415	TF
GRMZM2G307397	TF
GRMZM2G307400	TF
GRMZM2G058479	TF
GRMZM2G317900	TF
GRMZM2G414805	TF
GRMZM2G083472	TF
GRMZM2G089050	TF
GRMZM2G342424	TF
GRMZM2G133262	TF
GRMZM2G097683	TF
GRMZM2G118884	TF
GRMZM2G000171	TF
GRMZM2G069970	TF
GRMZM2G128807	TF
AC215909.3_FG001	TF
GRMZM2G389557	TF
GRMZM2G145041	TF
GRMZM2G466292	TF
GRMZM2G111760	TF
AC215811.3_FG003	TF
GRMZM2G088189	TF
GRMZM5G856837	TF
GRMZM2G153144	TF
GRMZM2G444748	TF
GRMZM2G042278	TF
GRMZM2G010920	TF
GRMZM2G097275	TF
GRMZM2G102845	TF
GRMZM2G033138	TF
GRMZM2G062885	TF
GRMZM5G829894	TF
GRMZM2G322672	TF
GRMZM2G130382	TF
GRMZM2G017882	TF
GRMZM2G052544	TF
GRMZM2G126827	TF
GRMZM2G334722	TF
GRMZM2G098904	TF
GRMZM2G111136	TF
GRMZM2G148772	TF
GRMZM2G472945	TF
GRMZM2G360455	TF
GRMZM2G120320	TF
GRMZM2G060485	TF
GRMZM2G370332	TF
GRMZM2G070295	TF
GRMZM2G119921	TF
GRMZM2G134439	TF
GRMZM2G145444	TF
GRMZM2G079653	TF
GRMZM2G080111	TF
GRMZM2G426140	TF
GRMZM2G137046	TF
GRMZM2G085678	TF
GRMZM2G143433	TF
GRMZM2G029979	TF
GRMZM2G323553	TF
GRMZM2G156621	TF
GRMZM2G065506	TF
GRMZM2G388148	TF
GRMZM2G073258	TF
GRMZM2G073836	TF
GRMZM2G073826	TF
GRMZM2G048450	TF
GRMZM2G172376	TF
GRMZM2G064638	TF
GRMZM2G442404	TF
GRMZM2G155816	TF
GRMZM2G158313	TF
GRMZM2G477238	TF
GRMZM2G369018	TF
GRMZM2G105348	TF
GRMZM5G863198	TF
GRMZM2G005301	TF
GRMZM2G047918	TF
GRMZM2G161435	TF
GRMZM2G119623	TF
GRMZM2G170559	TF
GRMZM2G031983	TF
GRMZM2G373887	TF
GRMZM2G024976	TF
GRMZM2G073272	TF
GRMZM2G102560	TF
GRMZM2G395850	TF
GRMZM2G179802	TF
GRMZM2G016434	TF
GRMZM2G047999	TF
AC212823.4_FG003	TF
GRMZM2G059851	TF
AC233850.1_FG005	TF
GRMZM2G092609	TF
GRMZM2G037823	TF
GRMZM2G043250	TF
GRMZM2G119133	TF
GRMZM5G839969	TF
GRMZM5G885700	TF
GRMZM2G094067	TF
GRMZM5G849788	TF
GRMZM2G702026	TF
GRMZM2G087040	TF
GRMZM2G063864	TF
GRMZM5G839518	TF
GRMZM2G380094	TF
GRMZM2G052699	TF
GRMZM2G105400	TF
GRMZM2G404769	TF
GRMZM2G023988	TF
GRMZM2G328814	TF
GRMZM2G040481	TF
GRMZM2G146380	TF
GRMZM2G001223	TF
GRMZM2G316366	TF
GRMZM2G044359	TF
GRMZM2G038073	TF
GRMZM5G834874	TF
GRMZM2G408012	TF
GRMZM2G024550	TF
GRMZM2G095299	TF
GRMZM2G117108	TF
GRMZM2G106653	TF
GRMZM2G021777	TF
GRMZM2G366434	TF
GRMZM2G148453	TF
GRMZM2G027697	TF
GRMZM2G111504	TF
GRMZM2G095904	TF
GRMZM2G098474	TF
GRMZM2G178603	TF
GRMZM2G139765	TF
GRMZM2G180086	Coreg
GRMZM5G834758	Coreg
GRMZM2G466270	Coreg
GRMZM2G163849	Coreg
GRMZM2G305124	Coreg
GRMZM2G524937	Coreg
GRMZM2G139977	Coreg
GRMZM2G479325	Coreg
GRMZM2G431291	Coreg
GRMZM2G451806	Coreg
GRMZM2G060253	Coreg
GRMZM2G121309	Coreg
GRMZM2G090213	Coreg
GRMZM2G337749	Coreg
GRMZM2G121115	Coreg
GRMZM2G170034	Coreg
GRMZM2G170049	TF
GRMZM2G040924	TF
GRMZM2G529859	TF
GRMZM2G315140	TF
GRMZM2G140669	TF
GRMZM2G110541	TF
GRMZM2G169580	TF
GRMZM2G117164	TF
GRMZM2G466044	TF
GRMZM2G057386	TF
GRMZM5G842961	TF
GRMZM2G041839	TF
GRMZM5G816314	TF
GRMZM2G071468	TF
GRMZM2G110579	TF
GRMZM2G106185	TF
GRMZM2G171852	TF
GRMZM2G434203	TF
GRMZM2G137341	TF
GRMZM2G037200	TF
GRMZM2G045977	TF
GRMZM2G041761	TF
GRMZM5G833032	TF
GRMZM2G160565	TF
GRMZM2G024948	TF
GRMZM2G029850	TF
GRMZM2G057907	TF
GRMZM2G169000	TF
GRMZM2G111146	TF
GRMZM2G004548	TF
GRMZM2G060834	TF
GRMZM5G823157	TF
AC233960.1_FG005	TF
AC233960.1_FG003	TF
GRMZM2G034876	TF
GRMZM2G115701	TF
GRMZM2G101350	TF
AC204212.4_FG001	TF
GRMZM2G417229	TF
GRMZM2G140694	TF
AC216731.3_FG001	TF
GRMZM2G421899	TF
GRMZM2G382345	TF
GRMZM2G075562	TF
GRMZM2G394941	TF
GRMZM2G011789	TF
GRMZM2G020305	TF
GRMZM2G317450	TF
GRMZM2G020799	TF
GRMZM2G041991	TF
GRMZM2G044408	TF
GRMZM5G885274	TF
GRMZM2G151223	TF
GRMZM2G378665	TF
GRMZM2G105641	TF
GRMZM2G100593	TF
GRMZM2G077755	TF
GRMZM2G130459	TF
GRMZM2G036092	TF
GRMZM2G017355	TF
GRMZM2G017429	TF
GRMZM2G158854	TF
GRMZM2G055204	TF
GRMZM2G159547	TF
GRMZM2G045883	TF
GRMZM2G161146	TF
GRMZM2G046885	TF
GRMZM2G103085	TF
GRMZM2G479760	TF
GRMZM2G021369	TF
GRMZM2G174240	TF
GRMZM2G083886	TF
GRMZM2G145690	TF
GRMZM2G134552	TF
GRMZM5G857944	TF
GRMZM2G049194	TF
GRMZM5G893117	TF
GRMZM2G333565	TF
GRMZM2G110333	TF
GRMZM5G848185	TF
GRMZM2G479110	TF
GRMZM2G180430	TF
GRMZM2G030744	TF
GRMZM2G163200	TF
GRMZM5G857701	TF
GRMZM2G379167	TF
GRMZM2G034362	TF
GRMZM2G445944	TF
GRMZM2G073892	TF
GRMZM2G137387	TF
GRMZM2G480621	TF
GRMZM2G149958	TF
GRMZM2G149940	TF
GRMZM2G040115	TF
GRMZM2G040736	TF
GRMZM2G078274	TF
GRMZM2G081445	TF
GRMZM2G071034	TF
GRMZM2G035370	TF
GRMZM2G034840	TF
GRMZM2G047448	TF
GRMZM2G348909	TF
GRMZM2G056572	TF
GRMZM2G036297	TF
GRMZM2G067463	TF
GRMZM2G386362	TF
GRMZM2G086573	TF
GRMZM2G086920	TF
GRMZM2G443903	TF
GRMZM2G174784	TF
GRMZM2G174917	TF
GRMZM2G131961	TF
GRMZM2G159161	TF
GRMZM2G001289	TF
GRMZM2G337011	TF
GRMZM2G156977	TF
GRMZM2G080054	TF
GRMZM2G005155	TF
GRMZM2G045331	TF
GRMZM2G068967	TF
GRMZM2G111232	TF
GRMZM2G071907	TF
GRMZM2G156348	TF
GRMZM2G041223	TF
GRMZM2G125704	TF
GRMZM2G180190	TF
GRMZM2G024898	TF
GRMZM2G038722	TF
GRMZM2G014534	TF
GRMZM2G131280	TF
GRMZM2G479665	TF
GRMZM2G421256	TF
GRMZM2G102059	TF
GRMZM2G109869	TF
GRMZM2G164428	TF
GRMZM2G042756	TF
GRMZM2G368838	TF
GRMZM2G069525	TF
GRMZM2G057131	TF
GRMZM2G172795	TF
GRMZM5G825321	TF
GRMZM2G172936	TF
GRMZM2G028969	TF
GRMZM2G105137	TF
GRMZM2G044752	TF
GRMZM2G475678	TF
GRMZM5G805505	TF
GRMZM2G055180	TF
GRMZM2G320827	TF
GRMZM2G077002	TF
GRMZM2G123387	TF
GRMZM2G351330	TF
GRMZM2G016649	TF
GRMZM2G404973	TF
AC234521.1_FG006	TF
GRMZM2G178998	TF
GRMZM2G054795	TF
GRMZM2G013821	Coreg
GRMZM2G058292	Coreg
GRMZM2G428242	Coreg
GRMZM2G169326	Coreg
GRMZM2G060919	Coreg
GRMZM2G045544	Coreg
GRMZM2G145594	Coreg
GRMZM2G059958	Coreg
GRMZM2G046288	Coreg
GRMZM2G030465	Coreg
GRMZM2G079013	Coreg
GRMZM2G154437	Coreg
GRMZM2G035325	Coreg
GRMZM2G061672	Coreg
GRMZM2G106245	Coreg
GRMZM2G117060	Coreg
GRMZM2G145968	Coreg
GRMZM2G019863	Coreg
GRMZM2G123202	TF
GRMZM2G026926	TF
GRMZM2G108228	TF
GRMZM5G808366	TF
AC212859.3_FG008	TF
GRMZM2G176677	TF
GRMZM2G035688	TF
GRMZM2G122614	TF
GRMZM2G081930	TF
GRMZM2G048295	TF
GRMZM2G313754	TF
AC208663.3_FG002	TF
GRMZM2G095598	TF
GRMZM2G135018	TF
GRMZM2G031398	TF
GRMZM2G112483	TF
GRMZM2G018876	TF
GRMZM2G135410	TF
GRMZM2G450445	TF
GRMZM2G025880	TF
GRMZM5G816457	TF
GRMZM2G032905	TF
GRMZM2G032655	TF
GRMZM2G009892	TF
GRMZM2G044322	TF
GRMZM2G471039	TF
GRMZM2G015610	TF
GRMZM2G053985	TF
GRMZM2G021831	TF
GRMZM2G028608	TF
GRMZM2G106108	TF
GRMZM2G099144	TF
GRMZM2G179827	TF
GRMZM2G017187	TF
GRMZM2G316840	TF
GRMZM2G089619	TF
GRMZM2G420280	TF
GRMZM2G147685	TF
AC214168.3_FG001	TF
GRMZM2G055257	TF
GRMZM2G056929	TF
GRMZM2G002978	TF
GRMZM2G016749	TF
GRMZM2G079825	TF
GRMZM2G087059	TF
GRMZM2G145407	TF
GRMZM2G303501	TF
GRMZM2G143205	TF
AC177924.2_FG001	TF
GRMZM2G173521	TF
GRMZM2G102583	TF
GRMZM2G042893	TF
GRMZM2G013612	TF
GRMZM2G438260	TF
GRMZM2G060444	TF
GRMZM2G171830	TF
GRMZM2G019819	TF
GRMZM2G109879	TF
GRMZM2G089010	TF
GRMZM2G308046	TF
GRMZM2G050590	TF
GRMZM2G119261	TF
GRMZM2G147623	TF
GRMZM2G100794	TF
GRMZM2G147152	TF
GRMZM2G124715	TF
GRMZM2G065692	TF
GRMZM2G003755	TF
GRMZM2G416524	TF
GRMZM5G821024	TF
GRMZM2G135446	TF
GRMZM2G032478	TF
GRMZM2G130131	TF
GRMZM2G069028	TF
GRMZM2G045452	TF
GRMZM2G025002	TF
GRMZM2G124524	TF
GRMZM2G018436	TF
GRMZM2G015080	TF
GRMZM2G353024	TF
GRMZM2G032180	TF
GRMZM2G400559	TF
GRMZM2G099593	TF
GRMZM2G153675	TF
GRMZM5G846506	TF
GRMZM2G146283	TF
GRMZM2G166230	TF
GRMZM2G047316	TF
GRMZM2G162739	TF
GRMZM2G107672	TF
GRMZM2G171370	TF
GRMZM2G087955	TF
GRMZM2G090837	TF
GRMZM2G066638	TF
AC203957.3_FG004	TF
GRMZM2G111204	TF
GRMZM2G082487	TF
GRMZM2G163418	TF
GRMZM2G002915	TF
GRMZM2G114681	TF
GRMZM2G110242	TF
GRMZM2G176141	TF
GRMZM2G057011	TF
GRMZM2G350165	TF
GRMZM2G051955	TF
AC165178.2_FG004	TF
GRMZM2G088440	TF
GRMZM2G083759	TF
GRMZM2G115859	TF
GRMZM2G140156	TF
GRMZM2G148333	TF
GRMZM2G005954	TF
GRMZM2G414252	TF
GRMZM2G088242	TF
GRMZM2G134866	TF
GRMZM2G366130	TF
GRMZM2G002075	TF
GRMZM2G002131	TF
GRMZM2G138396	TF
GRMZM2G113257	TF
GRMZM2G389379	TF
GRMZM2G015666	TF
GRMZM2G041127	TF
GRMZM2G137532	TF
GRMZM2G137541	TF
GRMZM2G009406	TF
GRMZM2G009478	TF
GRMZM2G022162	TF
GRMZM2G052671	TF
GRMZM2G417597	TF
GRMZM2G125934	TF
GRMZM2G126018	TF
GRMZM2G008374	TF
GRMZM2G083504	TF
GRMZM2G061734	TF
GRMZM2G129034	TF
GRMZM2G179049	TF
GRMZM2G178182	TF
GRMZM2G180847	TF
GRMZM5G847287	TF
GRMZM2G107560	TF
GRMZM2G037910	TF
AC199782.5_FG003	TF
GRMZM2G124037	TF
GRMZM2G153268	Coreg
GRMZM2G138125	Coreg
GRMZM2G100872	Coreg
GRMZM2G127139	Coreg
GRMZM2G148198	Coreg
AC233967.1_FG001	Coreg
GRMZM5G859148	Coreg
GRMZM2G126856	Coreg
GRMZM2G162056	Coreg
GRMZM5G825707	Coreg
GRMZM2G133716	Coreg
GRMZM2G403562	Coreg
GRMZM2G026556	Coreg
GRMZM2G150608	Coreg
GRMZM2G124011	TF
GRMZM2G034113	TF
GRMZM2G422644	TF
GRMZM2G080295	TF
GRMZM2G367834	TF
GRMZM2G050305	TF
GRMZM2G048582	TF
GRMZM2G004619	TF
GRMZM2G087679	TF
GRMZM2G113779	TF
GRMZM2G064655	TF
GRMZM2G311187	TF
GRMZM5G821439	TF
GRMZM2G046474	TF
GRMZM2G163233	TF
GRMZM2G142932	TF
GRMZM2G415012	TF
GRMZM2G166337	TF
GRMZM2G021610	TF
GRMZM2G099622	TF
GRMZM2G060114	TF
GRMZM2G011236	TF
GRMZM2G337892	TF
AC194970.5_FG002	TF
GRMZM2G062244	TF
GRMZM2G130773	TF
GRMZM2G431309	TF
GRMZM2G130854	TF
GRMZM2G019060	TF
GRMZM2G383841	TF
GRMZM2G177110	TF
GRMZM2G125501	TF
AC199820.4_FG006	TF
GRMZM2G180947	TF
GRMZM2G040349	TF
GRMZM2G401809	TF
GRMZM2G101769	TF
GRMZM2G064630	TF
GRMZM2G139284	TF
GRMZM2G075122	TF
GRMZM2G125460	TF
GRMZM2G060109	TF
GRMZM2G077500	TF
GRMZM2G172210	TF
GRMZM2G158717	TF
GRMZM2G458437	TF
GRMZM2G359116	TF
GRMZM2G172621	TF
GRMZM2G003558	TF
GRMZM2G176327	TF
GRMZM5G836628	TF
GRMZM2G399598	TF
GRMZM2G033962	TF
GRMZM2G425366	TF
GRMZM2G342197	TF
GRMZM2G171818	TF
GRMZM2G106560	TF
GRMZM2G172297	TF
GRMZM2G333591	TF
GRMZM2G414114	TF
GRMZM2G105317	TF
GRMZM2G099862	TF
GRMZM2G053713	TF
GRMZM2G318412	TF
GRMZM2G303463	TF
GRMZM2G070371	TF
GRMZM2G003182	TF
GRMZM2G008898	TF
GRMZM2G025014	TF
GRMZM5G878490	TF
GRMZM5G864266	TF
AC207888.3_FG009	TF
GRMZM2G398758	TF
GRMZM2G096016	TF
GRMZM2G020805	TF
GRMZM2G148693	TF
GRMZM2G173882	TF
GRMZM2G146688	TF
GRMZM2G452178	TF
GRMZM5G803888	TF
GRMZM5G871347	TF
AC233880.1_FG006	TF
GRMZM2G087804	TF
GRMZM2G475305	TF
GRMZM2G475263	TF
GRMZM2G148723	TF
GRMZM2G470307	TF
GRMZM2G169973	TF
GRMZM2G142179	TF
GRMZM2G166642	TF
AC205574.3_FG006	TF
AC233853.1_FG002	TF
GRMZM2G133168	TF
GRMZM5G834596	TF
GRMZM5G852801	TF
GRMZM2G397755	TF
GRMZM2G468479	TF
GRMZM2G378490	TF
GRMZM2G001875	TF
GRMZM2G166721	TF
GRMZM2G371176	TF
GRMZM2G475984	TF
GRMZM2G176489	TF
GRMZM2G099461	TF
GRMZM2G151444	TF
GRMZM2G083374	TF
GRMZM5G868061	TF
GRMZM2G348238	TF
GRMZM2G413113	TF
GRMZM2G039828	TF
AC233943.1_FG002	TF
GRMZM2G052377	TF
GRMZM2G163291	TF
GRMZM2G088443	TF
GRMZM2G020772	TF
GRMZM2G320549	TF
GRMZM2G478501	TF
GRMZM2G129777	TF
GRMZM2G132693	TF
GRMZM2G162709	TF
GRMZM2G026643	TF
GRMZM2G075320	TF
GRMZM2G112629	TF
GRMZM2G169947	TF
GRMZM2G062650	TF
EF517601.1_FG010	TF
GRMZM2G069009	TF
GRMZM2G086994	TF
GRMZM2G064541	TF
GRMZM2G089949	TF
GRMZM2G119828	TF
GRMZM2G416708	TF
GRMZM2G111731	TF
GRMZM2G083239	TF
GRMZM2G162284	Coreg
GRMZM2G181158	Coreg
GRMZM2G102625	Coreg
GRMZM2G323828	Coreg
GRMZM2G052416	Coreg
GRMZM2G141258	Coreg
GRMZM5G875676	Coreg
GRMZM2G003043	Coreg
GRMZM2G170161	Coreg
GRMZM2G000936	Coreg
GRMZM2G391164	Coreg
GRMZM2G052985	Coreg
GRMZM2G177165	Coreg
GRMZM2G077197	Coreg
GRMZM2G104176	Coreg
GRMZM2G158194	Coreg
GRMZM2G004696	Coreg
GRMZM5G836028	Coreg
GRMZM2G100881	Coreg
GRMZM2G070264	Coreg
GRMZM2G013378	Coreg
GRMZM2G460869	TF
GRMZM2G463525	TF
GRMZM2G301642	TF
GRMZM2G160136	TF
GRMZM2G017520	TF
GRMZM2G115960	TF
GRMZM2G327349	TF
GRMZM2G133646	TF
GRMZM2G158700	TF
GRMZM2G087741	TF
GRMZM2G051256	TF
GRMZM2G396825	TF
GRMZM2G169382	TF
GRMZM5G818655	TF
GRMZM2G165788	TF
GRMZM2G052616	TF
GRMZM2G001426	TF
GRMZM2G173734	TF
GRMZM2G116646	TF
AC218973.3_FG003	TF
GRMZM2G004663	TF
GRMZM2G094081	TF
GRMZM2G074373	TF
GRMZM2G014805	TF
AC198518.3_FG005	TF
GRMZM2G352159	TF
GRMZM2G395549	TF
GRMZM2G370425	TF
GRMZM2G145300	TF
GRMZM2G173680	TF
GRMZM2G342821	TF
AC203865.3_FG001	TF
GRMZM2G701689	TF
GRMZM2G108509	TF
GRMZM2G114850	TF
GRMZM2G178102	TF
GRMZM2G104396	TF
GRMZM2G073750	TF
GRMZM2G089782	TF
GRMZM2G159475	TF
GRMZM2G177019	TF
GRMZM2G176063	TF
GRMZM2G047626	TF
GRMZM2G160840	TF
GRMZM2G137289	TF
GRMZM2G160902	TF
GRMZM2G162119	TF
GRMZM2G076657	TF
GRMZM2G153087	TF
GRMZM5G821755	TF
GRMZM2G160687	TF
GRMZM2G139700	TF
GRMZM5G803355	TF
GRMZM2G340756	TF
GRMZM2G041415	TF
GRMZM2G089638	TF
GRMZM2G067171	TF
AC211478.3_FG004	TF
GRMZM2G146018	TF
GRMZM2G146020	TF
GRMZM2G034868	TF
GRMZM2G369799	TF
AC165171.2_FG002	TF
GRMZM2G097182	TF
GRMZM2G397948	TF
GRMZM2G057413	TF
GRMZM2G156019	TF
GRMZM2G082387	TF
GRMZM2G473152	TF
GRMZM2G169884	TF
GRMZM2G158403	TF
GRMZM2G060116	TF
GRMZM2G173534	TF
GRMZM2G338259	TF
AC203535.4_FG001	TF
AC203535.4_FG002	TF
GRMZM2G092214	TF
GRMZM2G471529	TF
GRMZM2G171600	TF
GRMZM2G171650	TF
GRMZM5G878561	TF
GRMZM5G817854	TF
GRMZM2G087032	TF
GRMZM2G180406	TF
GRMZM2G133398	TF
GRMZM2G023257	TF
GRMZM2G177244	TF
GRMZM2G177220	TF
GRMZM2G013016	TF
GRMZM2G114873	TF
GRMZM2G141638	TF
GRMZM2G035092	TF
GRMZM2G118250	TF
GRMZM5G813651	TF
GRMZM2G080917	TF
GRMZM2G105266	TF
GRMZM2G018589	TF
GRMZM2G307152	TF
GRMZM2G014653	TF
GRMZM2G110153	TF
GRMZM2G160838	TF
GRMZM2G149756	TF
GRMZM5G858197	TF
GRMZM5G866954	TF
GRMZM2G135703	TF
GRMZM2G434098	TF
GRMZM2G133311	TF
GRMZM2G027914	TF
GRMZM5G832473	TF
GRMZM2G060216	TF
GRMZM2G116063	TF
GRMZM2G125522	TF
GRMZM2G005112	TF
GRMZM2G154641	TF
GRMZM2G059453	TF
GRMZM2G074908	TF
GRMZM2G178671	TF
GRMZM2G157679	TF
GRMZM2G081919	TF
AC209784.3_FG011	TF
GRMZM2G108933	TF
GRMZM2G062218	TF
GRMZM2G303465	TF
GRMZM2G155954	TF
GRMZM2G397518	TF
GRMZM2G148087	TF
GRMZM2G092517	TF
GRMZM2G330159	TF
GRMZM2G059562	TF
GRMZM2G158328	TF
GRMZM2G065290	TF
GRMZM2G382350	TF
GRMZM2G069274	TF
GRMZM2G312201	TF
GRMZM2G451031	TF
GRMZM2G159134	TF
GRMZM2G139688	TF
GRMZM2G019907	TF
GRMZM2G002119	TF
GRMZM2G310368	TF
GRMZM2G386276	TF
GRMZM2G018782	Coreg
GRMZM2G074742	Coreg
AC199517.4_FG001	Coreg
AC199517.4_FG006	Coreg
GRMZM2G010085	Coreg
GRMZM2G069886	Coreg
GRMZM2G138268	Coreg
GRMZM2G167794	Coreg
GRMZM2G081350	Coreg
GRMZM2G175761	Coreg
GRMZM2G371912	Coreg
GRMZM2G379804	Coreg
GRMZM2G017404	Coreg
GRMZM2G004161	Coreg
GRMZM2G321810	Coreg
GRMZM5G807064	Coreg
GRMZM2G312672	Coreg
GRMZM2G025703	Coreg
GRMZM2G169782	TF
GRMZM5G852454	TF
GRMZM2G025758	TF
GRMZM2G166946	TF
GRMZM2G059678	TF
GRMZM2G394973	TF
GRMZM2G027976	TF
GRMZM2G056120	TF
GRMZM2G314546	TF
GRMZM2G127431	TF
GRMZM2G141299	TF
GRMZM2G474326	TF
GRMZM2G156016	TF
GRMZM2G177929	TF
GRMZM2G023285	TF
GRMZM2G040298	TF
GRMZM2G079727	TF
GRMZM2G167829	TF
AC207628.4_FG011	TF
GRMZM2G101405	TF
GRMZM2G088783	TF
GRMZM2G008764	TF
GRMZM2G108424	TF
GRMZM2G159937	TF
GRMZM2G169654	TF
AC233946.1_FG004	TF
GRMZM2G122615	TF
GRMZM2G062154	TF
GRMZM2G080583	TF
GRMZM2G327189	TF
GRMZM5G848942	TF
GRMZM2G159357	TF
GRMZM2G058518	TF
GRMZM2G437460	TF
GRMZM2G031882	TF
GRMZM2G151763	TF
GRMZM2G121753	TF
GRMZM2G123909	TF
GRMZM2G117851	TF
GRMZM2G160971	TF
GRMZM2G408462	TF
GRMZM2G122228	TF
GRMZM5G826526	TF
GRMZM2G157927	TF
GRMZM2G126239	TF
GRMZM2G143328	TF
GRMZM2G150260	TF
GRMZM2G451116	TF
AC198725.4_FG009	TF
AC198725.4_FG004	TF
GRMZM2G089525	TF
GRMZM2G105140	TF
GRMZM2G057955	TF
GRMZM2G114444	TF
GRMZM2G081816	TF
GRMZM2G005815	TF
GRMZM2G306357	TF
GRMZM5G849600	TF
GRMZM2G134628	TF
AC155377.1_FG001	TF
GRMZM2G443202	TF
GRMZM2G354384	TF
GRMZM2G087817	TF
GRMZM2G111123	TF
GRMZM2G150823	TF
GRMZM2G365688	TF
GRMZM2G071977	TF
GRMZM2G422205	TF
GRMZM2G071322	TF
GRMZM2G372297	TF
GRMZM2G064744	TF
GRMZM2G368491	TF
GRMZM2G001447	TF
GRMZM2G353076	TF
GRMZM2G044004	TF
GRMZM2G327263	TF
GRMZM2G501775	TF
AC194362.3_FG003	TF
GRMZM2G361376	TF
GRMZM5G874545	TF
GRMZM2G405699	TF
GRMZM2G436659	TF
GRMZM2G052239	TF
AC233871.1_FG008	TF
GRMZM2G117961	TF
GRMZM2G030325	TF
GRMZM2G092465	TF
GRMZM2G134066	TF
GRMZM2G481280	TF
GRMZM2G301803	TF
GRMZM2G338829	TF
GRMZM2G393433	TF
GRMZM2G000603	TF
GRMZM2G036966	TF
GRMZM2G392516	TF
GRMZM2G155252	TF
GRMZM2G143765	TF
GRMZM5G832409	TF
GRMZM2G448607	TF
GRMZM2G016637	TF
GRMZM2G447745	TF
GRMZM2G031905	TF
GRMZM5G826979	TF
GRMZM2G165805	TF
GRMZM2G416701	TF
GRMZM2G050939	TF
GRMZM2G122537	TF
GRMZM2G013581	TF
GRMZM2G305856	TF
GRMZM2G179069	TF
GRMZM2G089662	TF
GRMZM2G089636	TF
GRMZM2G175000	TF
GRMZM2G319104	TF
GRMZM2G109605	TF
GRMZM2G135452	TF
GRMZM5G889152	TF
GRMZM2G011947	TF
GRMZM2G027253	TF
GRMZM2G013617	TF
GRMZM2G102790	TF
GRMZM2G102938	TF
GRMZM2G098594	TF
GRMZM2G380377	TF
AC200124.3_FG005	TF
GRMZM2G386095	TF
GRMZM2G091490	TF
GRMZM2G084173	TF
GRMZM2G068672	TF
GRMZM2G155662	TF
GRMZM2G070446	TF
GRMZM2G328197	TF
GRMZM2G119865	TF
GRMZM2G111906	TF
GRMZM2G074358	TF
GRMZM2G402862	TF
GRMZM2G151254	TF
GRMZM2G082745	Coreg
GRMZM2G443814	Coreg
GRMZM2G057067	Coreg
GRMZM2G159948	Coreg
GRMZM2G037368	Coreg
GRMZM2G024247	Coreg
GRMZM2G333775	Coreg
GRMZM2G137961	Coreg
GRMZM2G177895	Coreg
GRMZM2G039895	Coreg
GRMZM2G004959	Coreg
GRMZM2G143788	Coreg
GRMZM2G455664	Coreg
GRMZM2G017845	Coreg
GRMZM2G134214	Coreg
GRMZM2G103230	Coreg
GRMZM2G000158	Coreg
GRMZM2G150348	Coreg
GRMZM2G055413	TF
GRMZM2G116475	TF
GRMZM2G139073	TF
GRMZM2G112764	TF
GRMZM2G108798	TF
GRMZM2G180319	TF
GRMZM2G080509	TF
GRMZM5G830671	TF
GRMZM2G175543	TF
GRMZM2G390641	TF
GRMZM2G423833	TF
GRMZM2G093789	TF
GRMZM2G343068	TF
GRMZM2G089640	TF
GRMZM2G057408	TF
GRMZM2G100709	TF
GRMZM2G161666	TF
GRMZM2G161680	TF
GRMZM2G101499	TF
GRMZM2G019812	TF
AC209050.3_FG003	TF
GRMZM2G134863	TF
GRMZM2G078820	TF
GRMZM2G180654	TF
GRMZM2G110402	TF
GRMZM2G401835	TF
GRMZM2G401821	TF
GRMZM2G074438	TF
GRMZM2G071648	TF
GRMZM2G075064	TF
