genename	element
SCEQRT1024G08.g	TF
SCCCRT2002D06.g	TF
SCCCLR1022C07.g	TF
SCRLAD1136C12.g	TF
PTSo00460.1	TF
SCCCCL4014A04.g	TF
PTSo01049.1	TF
SCMCLB2082D05.g	TF
SCRLLR1131B01.g	TF
SCEQRZ3093H01.g	TF
SCUTLR1037G08.g	TF
PTSo00026.1	TF
SCRFAM2128G12.g	TF
SCVPAM1058H01.g	TF
PTSo00328.1	TF
SCJLRZ1019A02.g	TF
PTSo00112.1	TF
SCEZLB1014A08.g	TF
SCCCCL3120C07.g	TF
PTSo00271.1	TF
PTSo00387.1	TF
SCEZRT2023C02.g	TF
PTSo00507.1	TF
PTSo00784.1	TF
SCBGRT1056B06.g	TF
PTSo00902.1	TF
PTSo01056.1	TF
SCJLRZ1024E12.g	TF
PTSo00835.1	TF
PTSo00547.1	TF
PTSo00442.1	TF
PTSo00279.1	TF
PTSo01081.1	TF
SCJLRZ3078D11.g	TF
SCQSLB1052C08.g	TF
SCCCCL5002E07.g	TF
PTSo00884.1	TF
SCSGLR1025B04.g	TF
PTSo00897.1	TF
SCCCLR1024F10.g	TF
PTSo00001.1	TF
PTSo00101.1	TF
PTSo00104.1	TF
PTSo00737.1	Coreg
PTSo00934.1	Coreg
PTSo00922.1	Coreg
SCRLAM1013A05.g	Coreg
SCJLAM1062H06.g	Coreg
PTSo00925.1	Coreg
PTSo00941.1	Coreg
PTSo00916.1	Coreg
PTSo00940.1	Coreg
PTSo01085.1	TF
SCCCRZ3001B03.g	TF
SCVPCL6044F03.g	TF
SCJLRT1022F03.g	TF
SCJFLR1073F10.g	TF
SCJLRT1023A09.g	TF
SCCCCL4017E11.g	TF
SCJFLR1035B03.g	TF
SCCCST3001F10.g	TF
SCEPLB1042B08.g	TF
PTSo00296.1	TF
SCJLLR1033C06.g	TF
SCBFSB1048A12.g	TF
SCAGRT2041D10.g	TF
SCQGLR1062E10.g	TF
SCBGLB2012G03.g	TF
PTSo00405.1	TF
SCRFRZ3056F07.g	TF
SCJLST1027H09.g	TF
SCCCLR1C08C11.g	TF
SCEPRT2043E06.g	TF
PTSo00771.1	TF
SCQGRT3042B03.g	TF
PTSo00126.1	TF
SCEPRZ1010B10.g	TF
PTSo00011.1	TF
SCQSSB1055E03.g	TF
SCACLR2022D03.g	TF
PTSo01095.1	TF
SCCCRT1C05E01.g	TF
SCEQRT2028G08.g	TF
SCBGST3108C08.g	TF
SCBFRZ2016C02.g	TF
SCEZLB1007H01.g	TF
PTSo00076.1	TF
SCQGRT1041A07.g	TF
PTSo00301.1	TF
PTSo00036.1	TF
SCSGST1071B12.g	TF
SCCCLR1C05E08.g	TF
SCVPLR2012C06.g	TF
SCMCCL6053A05.g	TF
SCRLAM1010D08.g	TF
SCJFRZ2010A05.g	TF
SCEZLB1006E02.g	TF
PTSo01162.1	TF
SCCCRZ2001E12.g	TF
PTSo00505.1	TF
SCSFSB1102A01.g	TF
PTSo01051.1	TF
SCEQLR1050C04.g	TF
SCSBSB1051F11.g	TF
SCJLFL3013A09.g	TF
PTSo00390.1	TF
PTSo00842.1	TF
SCRLAM1006A02.g	TF
PTSo00003.1	TF
SCACLR1129E10.g	TF
SCEZHR1083C04.g	TF
SCBGLR1002E06.g	TF
SCRFAM2074G09.g	TF
PTSo00474.1	TF
SCQSAD1055F01.g	TF
SCSBRT3038A11.g	TF
PTSo00542.1	TF
PTSo00113.1	TF
SCMCRT2104E02.g	TF
PTSo00886.1	TF
SCUTST3130A02.g	TF
PTSo00290.1	TF
SCEQRT2096D09.g	TF
SCUTST3086B02.g	TF
PTSo00336.1	TF
SCEQLB1067H07.g	TF
PTSo00539.1	TF
SCRUFL1024C04.g	TF
PTSo00114.1	TF
PTSo01157.1	TF
SCEPAM1021E09.g	TF
PTSo00475.1	TF
PTSo00283.1	TF
PTSo00411.1	TF
PTSo00108.1	TF
PTSo01139.1	TF
PTSo00444.1	TF
PTSo00311.1	TF
PTSo00333.1	TF
PTSo00535.1	TF
SCJLRZ1019D02.g	TF
SCSBRZ3117C06.g	TF
SCEZHR1047E04.g	TF
PTSo00896.1	TF
SCQSLR1040E10.g	TF
PTSo01067.1	TF
SCCCRZ2003E12.g	TF
PTSo00397.1	TF
PTSo00392.1	TF
SCVPFL1136G10.g	TF
SCQSLB1050C05.g	TF
SCQSFL3031C01.g	TF
SCSFLR2009D11.g	TF
PTSo00337.1	TF
PTSo00115.1	TF
SCJFRZ2015F02.g	TF
SCEZSD1083D07.g	TF
SCAGFL3024A05.g	TF
PTSo00369.1	TF
PTSo00262.1	TF
SCCCLR2001A01.g	TF
SCCCCL3120G09.g	TF
SCJFRT1009A08.g	TF
PTSo00887.1	TF
SCBGLR1027H03.g	TF
PTSo00863.1	TF
SCSBFL1035G03.g	TF
SCCCLR1C03D02.g	TF
SCEZRZ1014F06.g	TF
SCEZLR1009B04.g	TF
SCJLRT1023F12.g	TF
PTSo01058.1	TF
PTSo00276.1	TF
PTSo00054.1	TF
SCEQRT1029A09.g	TF
SCMCRT2103D04.g	TF
SCQSFL1127E12.g	TF
SCRFRZ3058A08.g	TF
PTSo00558.1	TF
SCRFFL5035B04.g	TF
SCCCCL7001A04.g	TF
PTSo01035.1	TF
PTSo00484.1	TF
SCRFLR1012A11.g	TF
SCRLRT3031B06.g	TF
PTSo01033.1	TF
SCSFRT2072F01.g	TF
SCEPRZ1011E02.g	TF
SCEPRZ3129C11.g	TF
PTSo00278.1	TF
SCACLR1126A02.g	TF
PTSo01039.1	TF
SCCCLR1067G09.g	TF
PTSo00093.1	TF
PTSo00910.1	TF
SCEPRT2044H06.g	TF
SCEQRT1028C07.g	TF
PTSo00426.1	TF
PTSo00281.1	TF
SCJLST1022H03.g	TF
SCCCLR1078A10.g	TF
SCVPST1060B05.g	TF
SCAGLR2018G01.g	TF
PTSo00129.1	TF
SCMCAM2083B05.g	TF
SCEQRT1024G02.g	TF
SCEQLR1093A06.g	TF
PTSo00038.1	TF
SCBGRT1055F01.g	TF
PTSo01063.1	TF
PTSo00121.1	TF
PTSo00829.1	TF
SCEPCL6018C11.g	TF
SCVPRZ2036C12.g	TF
PTSo00051.1	TF
PTSo00381.1	TF
SCEQRT2026B09.g	TF
SCRFFL5041G06.g	TF
SCCCLR1048C08.g	TF
SCCCFL1001D01.g	TF
SCBGSB1025D08.g	TF
SCEQRT1030A02.g	TF
SCJLLR1054D12.g	TF
SCRLAM1005E03.g	TF
PTSo00402.1	TF
PTSo00890.1	TF
PTSo01007.1	TF
SCCCRZ1001H05.g	TF
SCCCLR1C05B03.g	TF
SCJFLR1035H06.g	TF
PTSo00555.1	TF
PTSo01008.1	TF
SCJLAM2091B03.g	TF
SCCCCL3002C01.b	TF
SCCCSD1096H12.g	TF
PTSo00052.1	TF
SCCCRT1002D01.g	TF
SCCCLR1024D06.g	TF
SCJLRT1006C05.g	TF
SCEZRZ1016C02.g	TF
SCCCCL4007D12.g	TF
SCAGAM2124B03.g	TF
SCJLAM2091B07.g	TF
SCEZHR1087B05.g	TF
SCJFAM1065C07.b	TF
PTSo00292.1	TF
SCCCCL3120H07.g	TF
SCUTHR1065C05.g	TF
SCUTLR1058A01.g	TF
SCRFHR1008G04.g	Coreg
PTSo00917.1	Coreg
SCJLRZ1027F07.g	Coreg
PTSo00837.1	TF
SCBFAD1046D01.g	TF
SCCCCL7002A04.g	TF
SCEPCL6018H07.g	TF
SCRLAM1009H06.g	TF
PTSo00536.1	TF
SCSGFL5C05G12.g	TF
SCSGFL4194F09.g	TF
SCCCRZ2C04A05.g	TF
SCACLB1046H03.g	TF
SCCCFL1003C01.g	TF
PTSo00284.1	TF
PTSo00347.1	TF
SCEPFL3087E10.g	TF
PTSo00015.1	TF
PTSo01073.1	TF
SCSGAM2076A07.g	TF
SCCCLB2008B11.g	TF
SCQSRT1034F10.g	TF
SCJLRT1020F01.g	TF
PTSo00530.1	TF
PTSo01061.1	TF
SCEQRT2091B01.g	TF
SCCCLR1079H06.g	TF
SCUTSB1031G10.g	TF
PTSo00394.1	TF
PTSo00429.1	TF
PTSo00447.1	TF
PTSo01076.1	TF
SCRFLR2037F05.g	TF
SCMCCL6049H11.g	TF
SCEZRZ1012H10.g	TF
SCJLRT1015D07.g	TF
SCJFRT1011E05.b	TF
SCEQRT1031E06.g	TF
PTSo01023.1	TF
SCJLFL1047A09.g	TF
PTSo00286.1	TF
PTSo00270.1	TF
SCSFHR1043F12.g	TF
PTSo01147.1	TF
SCBGLR1002A09.g	TF
PTSo00130.1	TF
SCEZRZ1012A11.g	TF
SCQGAM2028E09.g	TF
PTSo00280.1	TF
SCEZRT2019E05.g	TF
SCRLCL6031C08.g	TF
SCCCLB1022H05.g	TF
PTSo00424.1	TF
SCRFAM1025C02.g	TF
PTSo00427.1	TF
SCUTFL1059E01.g	TF
PTSo00110.1	TF
SCEPAM1017F06.g	TF
PTSo00496.1	TF
PTSo01086.1	TF
PTSo00889.1	TF
SCQGLR1085G10.g	TF
PTSo00416.1	TF
PTSo00556.1	TF
PTSo00007.1	TF
PTSo00537.1	TF
SCJLFL4183C08.g	TF
SCJFAM1067C06.g	TF
PTSo00391.1	TF
SCBGST3111F08.g	TF
SCEZAM2058F10.g	TF
PTSo00903.1	TF
SCEZLB1007B12.g	TF
PTSo01133.1	TF
SCJFRZ2027A06.g	TF
PTSo00531.1	TF
SCEQSB1C11G12.g	TF
SCQGLR2025A07.g	TF
PTSo00406.1	TF
SCCCFL5093H10.g	TF
PTSo00258.1	TF
PTSo01045.1	TF
SCQGLR2025E03.g	TF
SCEZHR1086A06.g	TF
PTSo00850.1	TF
SCCCLR2002B05.g	TF
SCSGST1072F10.g	TF
SCRLRZ3042H10.g	TF
PTSo00508.1	TF
PTSo00120.1	TF
SCSFRT2072D04.g	TF
PTSo00443.1	TF
PTSo00844.1	TF
SCRLLR1059G12.g	TF
SCVPAM1055F07.g	TF
SCMCRT2106G06.g	TF
SCEZLB1006F03.g	TF
SCBGSD1053B09.g	TF
PTSo01163.1	TF
PTSo00553.1	TF
SCCCLB1002H05.g	TF
PTSo01011.1	TF
SCEZHR1087H02.g	TF
SCBGLR1118B02.g	TF
SCCCST2002F02.g	TF
SCSGFL4C07G09.g	TF
SCJFRZ1005H04.g	TF
SCJLHR1027E08.g	TF
PTSo00367.1	TF
PTSo00477.1	TF
SCJFLR1035C07.g	TF
SCEZLB1009B04.g	TF
SCJFLR1073E10.g	TF
SCRFAM2128A12.g	TF
PTSo00569.1	TF
SCCCCL3001F12.b	TF
PTSo00422.1	TF
SCMCLR1122H05.g	TF
SCJFLR1056A04.g	TF
SCEZST3147A10.g	TF
SCEQAD1017B09.g	TF
PTSo00325.1	TF
SCBGFL4052C11.g	TF
PTSo00541.1	TF
SCSFLR2031C10.g	TF
PTSo00376.1	TF
SCCCRZ2003B03.g	TF
PTSo00294.1	TF
PTSo00874.1	TF
SCBFAD1067E05.g	TF
PTSo00291.1	TF
SCVPCL6044E01.g	TF
SCBFRZ3009B07.g	TF
SCEZHR1055B01.g	TF
SCEZAM2032A02.g	TF
PTSo00413.1	TF
SCJLLR2013H07.g	TF
SCEPAM1018C05.g	TF
SCJFRZ2032E08.g	TF
SCCCLR1072F01.g	TF
SCRFSD2019A09.g	TF
SCCCCL7037G12.g	TF
PTSo00506.1	TF
PTSo00133.1	TF
PTSo00911.1	TF
PTSo00274.1	TF
PTSo00500.1	TF
SCCCAM1001G08.g	TF
SCCCRZ1004H12.g	TF
PTSo00119.1	TF
SCCCLR1C05A05.g	TF
SCQGLR2017E05.g	TF
SCJFRZ3C01A10.g	TF
SCMCRZ3067A03.g	TF
SCVPAM2067C05.g	TF
SCUTLR1058F07.g	TF
SCSBFL4066E09.g	TF
SCSBLB2040E07.g	TF
PTSo00131.1	TF
SCUTAM2007E07.g	TF
SCSBHR1056H09.g	TF
SCQGST1029F11.g	TF
SCVPLR2027A05.g	TF
SCCCCL1001G09.b	TF
PTSo00401.1	TF
SCJLRZ1020B03.g	TF
SCCCLB1002G05.g	TF
PTSo00482.1	TF
PTSo00566.1	TF
PTSo00839.1	TF
SCCCLR1076F10.g	TF
SCRURT2007E11.g	TF
PTSo00423.1	TF
PTSo00944.1	Coreg
SCSBAM1087H06.g	Coreg
PTSo00952.1	Coreg
PTSo00935.1	Coreg
SCJFAM1068B03.g	Coreg
PTSo00939.1	Coreg
